employee_id,prefix,first_name,last_name,gender,work_phone,base_location,work_country,country_code,email,department,role,grade,join_date,
('FG00533','Mrs','Kimberley','Oty','F',446573391681,'Buckland','United Kingdom','GB','Kimberley.Oty@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-2-10'), 
('FG00534','Ms','Ginelle','Hulk','F',443102793680,'Swindon','United Kingdom','GB','Ginelle.Hulk@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-3-10'), 
('FG00535','Mrs','Zita','Warrier','F',446002099714,'Preston','United Kingdom','GB','Zita.Warrier@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-1-10'), 
('FG00536','Ms','Goldarina','Brecken','F',443521104878,'Church End','United Kingdom','GB','Goldarina.Brecken@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-2-10'), 
('FG00537','Mrs','Lyndsey','Springer','F',445359753785,'Charlton','United Kingdom','GB','Lyndsey.Springer@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-3-10'), 
('FG00538','Mr','Noby','Mealiffe','M',445017854372,'Tullich','United Kingdom','GB','Noby.Mealiffe@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-1-10'), 
('FG00539','Ms','Nadya','Ridges','F',443021856106,'Belfast','United Kingdom','GB','Nadya.Ridges@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-2-10'), 
('FG00540','Mrs','Alysa','Brightie','F',441273525352,'Weston','United Kingdom','GB','Alysa.Brightie@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-3-10'), 
('FG00585','Mr','Tome','Branscombe','M',611341129972,'Sydney','Australia','AU','Tome.Branscombe@fairgrocery.com','Warehouse & Delivery','Delivery Manager','G4','2014-1-3'), 
('FG00586','Mrs','Berthe','Wellbelove','F',618429384399,'Adelaide Mail Centre','Australia','AU','Berthe.Wellbelove@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2014-1-4'), 
('FG00587','Mr','Ron','Connew','M',611389877123,'Adelaide Mail Centre','Australia','AU','Ron.Connew@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2014-1-5'), 
('FG00588','Ms','Angil','Walaron','F',612246143196,'Adelaide Mail Centre','Australia','AU','Angil.Walaron@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2014-1-6'), 
('FG00589','Mrs','Samara','Bencher','F',613304017693,'Adelaide Mail Centre','Australia','AU','Samara.Bencher@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2014-1-7'), 
('FG00590','Mr','Aldus','Beckwith','M',617643706184,'Sydney South','Australia','AU','Aldus.Beckwith@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2014-1-8'), 
('FG00591','Mr','Sholom','Rutherford','M',612293128448,'Melbourne','Australia','AU','Sholom.Rutherford@fairgrocery.com','Warehouse & Delivery','Delivery Manager','G4','2014-1-9'), 
('FG00592','Mr','Tucky','Grodden','M',611119994167,'Sydney','Australia','AU','Tucky.Grodden@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2014-1-10'), 
('FG00593','Ms','Myrtle','Rainton','F',613554140740,'Sydney','Australia','AU','Myrtle.Rainton@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2014-1-11'), 
('FG00594','Mrs','Melanie','Scanlan','F',611133519980,'Launceston','Australia','AU','Melanie.Scanlan@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2014-1-12'), 
('FG00595','Ms','Cloris','Garatty','F',617679746274,'Perth','Australia','AU','Cloris.Garatty@fairgrocery.com','Warehouse & Delivery','Delivery Manager','G4','2014-1-13'), 
('FG00596','Mrs','Modestine','Terran','F',616144388670,'Sydney','Australia','AU','Modestine.Terran@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2014-1-14'), 
('FG00597','Mr','Van','Scrivenor','M',615331148138,'Adelaide Mail Centre','Australia','AU','Van.Scrivenor@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2014-1-15'), 
('FG00598','Mr','Jacky','Commusso','M',616968537263,'Sydney','Australia','AU','Jacky.Commusso@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2015-1-16'), 
('FG00599','Ms','Tybi','Lawlings','F',614077892316,'Sydney','Australia','AU','Tybi.Lawlings@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2015-1-17'), 
('FG00600','Mrs','Jemimah','Molineaux','F',618598254628,'Northern Suburbs Mc','Australia','AU','Jemimah.Molineaux@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2015-1-18'), 
('FG00601','Ms','Georgetta','Strelitz','F',618554304574,'Adelaide','Australia','AU','Georgetta.Strelitz@fairgrocery.com','Warehouse & Delivery','Delivery Manager','G4','2015-1-19'), 
('FG00602','Mrs','Hilda','Parcells','F',615643852381,'Adelaide','Australia','AU','Hilda.Parcells@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2015-1-20'), 
('FG00603','Mr','Hazlett','Baldassi','M',612779035266,'Sydney','Australia','AU','Hazlett.Baldassi@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2015-1-21'), 
('FG00604','Ms','Letizia','Snow','F',612441804704,'Eastern Suburbs Mc','Australia','AU','Letizia.Snow@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2015-1-22'), 
('FG00605','Mrs','Sadella','Moland','F',616166568762,'Sydney','Australia','AU','Sadella.Moland@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2015-1-23'), 
('FG00606','Ms','Eimile','Howchin','F',619808181411,'Sydney','Australia','AU','Eimile.Howchin@fairgrocery.com','Warehouse & Delivery','Warehouse Manager','G4','2015-1-24'), 
('FG00607','Mr','Fonzie','Arrandale','M',617255511602,'Launceston','Australia','AU','Fonzie.Arrandale@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2015-1-25'), 
('FG00608','Mrs','Belia','Wollard','F',613175729546,'Sydney','Australia','AU','Belia.Wollard@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2015-1-26'), 
('FG00609','Mr','Lou','Le feaver','M',615982595301,'Perth','Australia','AU','Lou.Le feaver@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2015-1-27'), 
('FG00610','Mr','Rudy','Pettingall','M',614683730115,'Sydney','Australia','AU','Rudy.Pettingall@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2015-1-28'), 
('FG00611','Ms','Kristal','Pady','F',616626487178,'Sydney','Australia','AU','Kristal.Pady@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2015-1-29'), 
('FG00612','Mrs','Gert','Betho','F',616612426840,'Sydney','Australia','AU','Gert.Betho@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2015-1-30'), 
('FG00613','Mr','Justin','Cromleholme','M',613888796889,'Perth','Australia','AU','Justin.Cromleholme@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2015-1-31'), 
('FG00614','Mr','Arri','Simm','M',611546834025,'Northern Suburbs Mc','Australia','AU','Arri.Simm@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2013-5-6'), 
('FG00615','Mr','Artie','Dupree','M',619808375559,'Adelaide','Australia','AU','Artie.Dupree@fairgrocery.com','Warehouse & Delivery','Warehouse Manager','G4','2013-5-7'), 
('FG00616','Ms','Dorette','Merrigans','F',617902217878,'Eastern Suburbs Mc','Australia','AU','Dorette.Merrigans@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-8'), 
('FG00617','Mr','Allistir','Varns','M',616988345946,'Perth','Australia','AU','Allistir.Varns@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-9'), 
('FG00618','Mrs','Portia','Attenburrow','F',614347515011,'Eastern Suburbs Mc','Australia','AU','Portia.Attenburrow@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-10'), 
('FG00619','Ms','Lilith','Turmall','F',615352495965,'Sydney South','Australia','AU','Lilith.Turmall@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-11'), 
('FG00620','Mr','Ives','Lowell','M',619273373857,'Sydney','Australia','AU','Ives.Lowell@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-12'), 
('FG00621','Mr','Michail','Plumer','M',616513840784,'Sydney','Australia','AU','Michail.Plumer@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-13'), 
('FG00622','Mrs','Noellyn','Chatt','F',618662844848,'Launceston','Australia','AU','Noellyn.Chatt@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-14'), 
('FG00623','Ms','Melisse','Gebby','F',611364903051,'Perth','Australia','AU','Melisse.Gebby@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-15'), 
('FG00624','Mrs','Damita','Beckett','F',613659902012,'Strawberry Hills','Australia','AU','Damita.Beckett@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-16'), 
('FG00625','Ms','Cilka','Tunny','F',613285210820,'Adelaide','Australia','AU','Cilka.Tunny@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-17'), 
('FG00626','Mrs','Deeyn','Mashro','F',612831388735,'Hobart','Australia','AU','Deeyn.Mashro@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-18'), 
('FG00627','Mr','Germain','Hindhaugh','M',613845617874,'Sydney','Australia','AU','Germain.Hindhaugh@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2013-5-19'), 
('FG00684','Mrs','Aryn','Woolis','F',611304843987,'Adelaide Mail Centre','Australia','AU','Aryn.Woolis@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2018-4-13'), 
